text,target
"Malo sam se zaigrala s kistićima *hihihihi* #makeup :))))
",Poz
"Odlična atmosfera vlada ovih dana na pripremama Bayerna u talijanskom Trentinu, a potiče je svojim šalama i novi... http://t.co/nydbJ01Cp1
",Poz
"Perez: ""Nikoga nećemo dovoditi u januaru, zadovoljni smo izgledom momčadi.""   -Neymar-
",Poz
"@MarinelaElpida e, ali pogodio sam u prvih par sekundi, pre bilo kakvog zuma :P
",Poz
"@dzelina srećan rođendan, nema veze što je 30. :D
",Poz
"""Pitaš me  za metodu postizanja savršenosti. Ja znam za ljubav i samo za ljubav. Ljubav  može postići sve.""   sv. Terezija od Djeteta Isusa
",Poz
"Naravno, to nema veze sa seksualnošću, nego samo onako staneš i gledaš ih i upijaš jer su toliko estetski ugodni
",Poz
"Mišo Kovač npr, čovjek višeg levela egzistencije od nas ostalih smrtnika. Nešto kao dalmatinski Herkules.
",Poz
"Lakoća kojom hvata esenciju i duh osobe koju ilustrira je nevjerojatna http://t.co/lkJ2LF1v6R
",Poz
"Usavršite trikove i vještine komunikacije uz 4 sata radionice Govora smijeha za 195kn umjesto 540kn http://t.co/zE8r2K6c
",Poz
"@Vedranovlje  najbolji ti je ;) evo, tu ti ja često razmišljam http://t.co/31tpc2khsh mislim da nam poštar nije češće dolazio nikad prije :D
",Poz
"@ruzina znam znam,al kažem, nadam se JOŠ nekom koncertu u okolici. ipak je Krk naš najveći otok pa i zaslužuje valjda više od jednog nastupa
",Poz
"Saka suza, vrica smija...ca je zivot vengo fantazija! Kako je zivot lip kad se zivit zna...:-)
",Poz
"Duet Mladena Grdovića i Željka Keruma sinoc na fešti sv. Duje #vrhvrhova!!! Sad mogu u miru umrit :)
",Poz
"@DiiiiiJa iiiii zato pjevam da ne pojede me mrak...jer da nisam čovjek ja bi bio biljka...obožavan Gibu...a i tebe<3
",Poz
"'Krvna osveta', snažna priča o odrastanju u današnjoj Albaniji i najbolji scenarij Berlinalea na #ZFF2011 http://t.co/zqfxkGlO
",Poz
"Ima li netko preporuku za dobrog stolara u zagrebu? Ormari, kreveti itd... Hvala ;)
",Poz
"Vrhunac turističke sezone: Očekuje se pojačan promet: Turistička je sezona, pa po prometnim arterijama Hrvatsk... http://t.co/t2ZlmmMUlS
",Poz
"Odlazak na posao, rekreacija, dostava... Prednosti su velike: neovisnost o parkirnom mjestu, lako savladavanje težih dionica...
",Poz
"Savršeno je vrijeme za ispijanje toplog napitka u društvu voljene osobe...zar ne? Odaberite idealan smještaj ove... http://t.co/q0K12IqI
",Poz
"Tisuće želja, a na svakoj isto piše... @NKRijeka PRVAK, za to cijeli Kvarner diše! Sretna Vam Nova Godina! #SamoRijeka
",Poz
"Nogometaši Rijeke i navijači proslavili prvi europski bod u fantastičnoj atmosferi http://t.co/AIkvg0RAhM
",Poz
"U Rijeci vrhunska hrana i po islamskom načinu prehrane http://t.co/hyuKOgWwWN
",Poz
"Svaka žena to može. Eto i tajne kako! http://t.co/xICee0BkbW
",Poz
"Dragi čitatelji KIGO.hr, sretan Vam svima Božić http://t.co/RZJNEshgSV
",Poz
"Ivana Trope i Davor Romić ostvarili su zapaženi uspjeh http://t.co/70s5lJCrWb
",Poz
"Dragi Šokci,čestitamo vam na najslušanijoj pjesmi (Moja tugo) na Glazbenom festivalu ''Pjesme Podravine i... http://t.co/dMcEM7tCng
",Poz
"Iza nas je još jedna uspješna godina kao i slavljenički koncert povodom osnivanja društva.  Najbitnije od svega... http://t.co/NMqpllTU
",Poz
"Nakon ugodnog ljeta,kad vam dođe želja za plesom,pjesmom,dobrim društvom dođite u naše prostorije,pogledajte... http://t.co/DPwA3t98
",Poz
"Ljudi, oprezno s tviterom. Mogla bi vas kao srčka strefiti kad se najmanje nadate. Eto šta su vam društ.mreže danas: put do infarkta.
",Poz
"Kavu zato pijem po parkovima, onu iz automata, i to je sada nešto jako zanimljivo :-)
",Poz
"Ovi što su u Zemunu neka svrate umjesto mene danas do Radeckog na Dunavu, negdašnjeg mog omiljenog zimskog mjesta. Happy new year, Radecki!
",Poz
"@sapatusredbuke Hvala, tebi također! Mudrost, pamet i mnogo veselja :-)
",Poz
"Springsteen oduševio obradom ""Highway to Hell"" http://t.co/IzRDAfsW79
",Poz
"Lijepo se zakotrljala prica o St.Francis kampanji. Sve je moguce uz pomoc prijatelja kakve ja imam :) #awesomefriends http://t.co/aFPfbl110d
",Poz
"Konačno se produžio dan. Imam osjećaj da ću danas stići obaviti više svega.
",Poz
"danas samo lagano i osvježavajuće :)) i jako jako ukusno http://t.co/QtZwhqDF
",Poz
"@atolja Jupiii to mi je drago čuti. :) Ja sam u ZD pa se lakše diše :D Uživaj u ostatku #prvasmjena i ugodan provod uz more. ;)
",Poz
"Pozdrav svima na #OMGcommerce i od nas s World Hosting Daysa ;) #whd cc @avalonhr @inside_hr @avalonba @bladevps
",Poz
"Stručnjak za štikle je supercool profesija. Podržite iniciajtivu da joj bude dodijeljen NKZ broj! Tko je stručnjak... http://t.co/jMHVyFV81w
",Poz
"@amnezic vidim, neko opet širi optimizam. dobro jutro i sve najbolje i tebi
",Poz
"Sutra 25 u nogami. Zlatne fudbalerske godine
",Poz
"Cudo jedno od dana, #onokad su svi ili na tehnickom ili u banci
",Poz
"@GoranVR i mi smo nestrpljivi oko najavljenih noviteta, nadamo se da će brzo stići i u naše krajeve. :)
",Poz
"@VaAdosevic pa, sretan rodjendan, i sretno sa radovima koji su u nastajanju!
",Poz
"Ne znam za Srbiju, ali ja sam srećniji! :D Napred #Partizan!
",Poz
"Ovaj vikend zaista možete uživati u bogatim plodovima jeseni! Gdje? Pogledajte na linkovima:    Marunada ->... http://t.co/hWC8xmQzNC
",Poz
"U nedjelju počinje nova sezona u Studio Smijeha! Poklanjamo vam dvije ulaznice! http://t.co/SMvq3NbslM
",Poz
"Poklanjamo Vam ulaznice za sutrašnju predstavu u DK Dubrava. Prijave ovdje u komentarima, najbrži osvaja ulaznice! http://t.co/4a2hDuMvZd
",Poz
"Još jedan lijepi dan je gotov. Djeca spavaju, ja pijuckam vino i nadam se da neću zaspati prije nego krene Stargate.
",Poz
"@sshksshk Zaljubljen sam u čokoladne torte.
",Poz
"Bitno je da čovjeka nešto veseli pa makar to bile i krive stvari.
",Poz
"Bok! Ja sam Bundo! Vani JE HLADNO... Tko me želi udomiti?! Hvatam najbolje štap, najbolje žicam i najbolje se... http://t.co/ms2uGgfJLj
",Poz
"@ninaromic danas sutra. danas sam si konacno poklonio tvoj novi cd. nasao sam cd shop :)
",Poz
"Mumford i sinovi. Britanci opet napadaju. A sad su skuzili (opet) americku sprehu. Bluz su preuzeli, sad je kantri najebo. Odlicni sinovi.
",Poz
"Bit tinejdzejr je valjda nesto najsuper. Koje drame. A koji thrill!!
",Poz
"@marekuzmaVK Sretan rođendan prčkiću :* http://t.co/lh1vlQ4bD4
",Poz
"Dobro jutro Planinorci i svi istali! Danas je srijeda, a u ovu srijedu idemo na #NocnoPoSljemenu ! Jedva cekamo 20:00!
",Poz
"Upravo smo zakljucili da smo mi jedino planinarsko drustvo koje ima vise clanica nego clanova! Prava komparativna prednost, ne? :))
",Poz
"Jedan od neprocjenjivih trenutaka danasnjeg dana: hrpa penzica plese zumbu na brdu iznad Petrinje!
",Poz
"Već sam polako izgubio nadu i onda uložio zadnji atom snage i uspio! Obožavam prilike koje drugi odbacuju jer je jednostavno premala šansa:)
",Poz
"Sitnice mogu popraviti raspoloženje
",Poz
"Nekome se danas posrećilo... #GetLucky
",Poz
"Nisam bio loš u tome, ali #malac jednostavno rastura ovaj dio.
",Poz
"@IvanaMiseric kak mislis pa makar i nekaj masno?kaj postoji nekaj bolje od bureka ujutro? :) Pozdrav od mog pesa :-) http://t.co/Ug8bvfW90P
",Poz
"@kachira2 a u dućanu ima gumenih bombona i milka čokolade i svega, gledaj to s te strane:)
",Poz
"Najbolje su veze ako osobe vole istu hranu.
",Poz
"Tako je nekad bilo... AZRA ""Lijepe žene prolaze kroz grad"" 1980.  http://t.co/zSUzMAAh5k
",Poz
"Jedina pozitivna stvar je što je taxist vozio BMW 7
",Poz
"@BlueIwa Nema boljeg osjećaja kad si muško i popišaš se na livadi.
",Poz
"@laka_konjica Posao, izlasci, putovanja, poznanstva, novi frajeri, avanture, lagodan život, izgled uvijek besprijekoran, sve kao u raju
",Poz
"Uvjerljiva pobjeda Angele Merkel: U Njemačkoj su održani parlamentarni izbori. Angela Merkel ostaje njemačka k... http://t.co/HRYfBkUq6y
",Poz
"Veliko iransko iznenađenje: Iranci vole iznenađenja. Država iznenađuje društvo, društvo iznenađuje državu, a o... http://t.co/UP8QwoyFSF
",Poz
"Procvat ""virtualnog novca"" u Americi: Ovo platežno sredstvo funkcionira i bez središnjih banaka i nadzornih ti... http://t.co/Wz4M0hLavR
",Poz
"Tri, četiri, sad! VIDEOCHAT počinje: Lijepa Pamela zasjela je u naš vrući stolac i spremna je odgovoriti na sva... http://t.co/8OAxJtiqwR
",Poz
"Draga @LaubaHouse sretan ti rođendan! Tulum večeras od 20h, dođite svi! :) http://t.co/bOPqSexnMX
",Poz
"Danas nam je 9 mjeseci :)  http://t.co/mITbYTv55w http://t.co/OPLo3bqsuR
",Poz
"nježnost i trnci. poezija.
",Poz
"@patkica20 evo ja ću ti lajkati
",Poz
"@4nt3 vidit ćemo. GTA će sigurno bit standardno vrhunski, ali od njega se to očekuje pa neće bit iznenađenje. :)
",Poz
"@marija_perica potajno si zaljubljena u njega. Znam takve kao ti.
",Poz
"Doduše, ako sve ispadne onako kako stoji u predzadnjem pasusu moglo bi bit jako dobro. Videćemo.
",Poz
"Bas sam si sretan neki danas... neznam zasto ali jesam :D :D :D
",Poz
"I tako sutra navečer opet malo put mora. Okupati guzu na jedan dan. Nisam dugo
",Poz
"@trsurf čekat će te, ne brini ;)
",Poz
"Za dobro jutro gledanje crtića s djecom #Nemo
",Poz
"Sviđa mi se videozapis http://t.co/AxU68mC0Fd Dalibor Brun - Nisi ti više crno vino s usluge @YouTube
",Poz
"Sviđa mi se videozapis http://t.co/k9nDlyMzO9 Kristina Ćurković PERFORMANS s usluge @YouTube
",Poz
"Jedino taj neki klub gazi. Tambura Tuesday večer ili tako nešto.
",Poz
"Hej, super, još jedna serija o Zvečki i Kavkazu!
",Poz
"Samo pustiii nekaa traje, ova ljubav baby šta ti dajem.. <3
",Poz
"sve što mogu da ti dam to je sreće jedan dan #sledeca
",Poz
"Lijepi dan! Zagrlite i poljubite one koje volite! Brojimo sitno do Božića....... http://t.co/LxrbrYefqj
",Poz
"Čovjek nađe vremena za sve što on stvarno želi.
",Poz
"Sreća živi u jednostavnim stvarima. Primjerice, postoje ljudi koji vam svake noći grle leđa kako se ne bi smrznuli.
",Poz
"opako mjesto ovaj BlayWatch u BG. nemam vam s cim u ZG to usporediti :)
",Poz
"Previse mi je fino u ovom krevetu, ne zelim da ga napustim
",Poz
"@TinaSimunic najdraze mi svetiste ;) steta sto nisam tamo danas.
",Poz
"Dobrooo jutro. Ponedjeljak koji volim - jer je sutra neradni dan.
",Poz
"I zapravo sam sretna i sto je mjesecina vani jer ne volim po mraku voziti, a ovo mi je bilo super osvjetljenje. Hvala Ti!
",Poz
"Otvorila sam uredski prozor da osjetimo ONAJ miris kise #malestvari #radost
",Poz
"Opterecujete se teskim temama a dan je tako lijep! Hajd svi van, priroda, setnja, voznja bicikom, trcanje. Samo da uhvatite jos malo sunca!
",Poz
"Svi nešto punite dvedeset i koju! U krivom sam klubu definitivno #feelingold
",Poz
"@TH_inmyheart volim i ja kišu kad san doma i kad mogu spavati :P  aww,ali ne želim da se mucis zbog mene ako si jako umorna :3
",Poz
"@justMaria_S Najjaca je Lili kad je rekla iduci sat ponesite 2 knjige iz Politike i biljeznicu,pisat cemo citav sat... Kako da ne
",Poz
"Ljubav za sve!:  Slobodni Filozofski kao supotpisnik inicijative Građani glasaju protiv poziva sve stude... http://t.co/hQBdjTUfNo #ffzg
",Poz
"@drazendrnas @hbujas Carevi ste, svaka cast @CrnoJaje ! Docekalo nas na stolu u sobi na povratku s plaze: http://t.co/dRE1lUDNeu
",Poz
"Da li je moguće da je ovoliko sjajnih filmova izašlo u jednoj godini, izgleda da jeste _
",Poz
"ne vozim bicikl 2 godine i onda na staroj krami prvi dan odvalim 11 kilometara off road...kak bu to bolilo sutra :D al feeling je priceless
",Poz
"okupah se, posunčah se i sad na bicikliranjeeeeeeee đihaaaaaaaa
",Poz
"@juzhnjak @Kjukar mućkalica je bila jebenica dobra. samo premalo ljuta. no... bit će popravni na godinu.
",Poz
"A ako ste za smijeh gledajte The Heat ;)
",Poz
"Danas nam je divan dan, divan dan. Našem Emilu rođendan,  rođendan.  Živio,  živio i sretan nam bio.… http://t.co/WQWoIIRgXw
",Poz
"@nerminastuggi ma ima nego ja volim samo tijesto a inace nisam ljubitelj kolaca :)
",Poz
"@cyberbosanka Moj prati stanje vremena da ako mi he bas bitno kakvi je veijeme ja zovnem njega i 99 % je upravu :) bolji nego ikakav app ;)
",Poz
"Počinje ludilo: Od jutra u redu za otvorenje #Terraneo festivala http://t.co/atQHXiEs3h
",Poz
"Dobro jutro #prvasmjena od nas i #FelixVL :) http://t.co/SioG4usJWN
",Poz
"I see fire, izgovaram u sebi 268 puta na dan. Dok treniram, dok tvitujem, dok ležim. Valjda je to kad se zaraziš pjesmom. :)
",Poz
"""Utopia"" E01 ima meni najsimpatičniju scenu pijanog seksa i najstrašniju scenu mučenja viđenu unazad dugo. #fact
",Poz
"Evo kako možete zavoljeti tjelovježbu http://t.co/JYkO99iZ7q
",Poz
"VIDEO: Vjerojatno najbolja izvedba jedne božićne pjesme - PREDIVNO!  http://t.co/mpQJdavUT6
",Poz
"Sviđa mi se videozapis http://t.co/neawYoOGae Drugstore + Sephora Beauty Haul | essiebutton s usluge @YouTube
",Poz
"Sviđa mi se videozapis http://t.co/SDHvMVX3Mu Look za maturalnu zabavu s usluge @YouTube
",Poz
"Sretan rođendan igraču koji se nažalost nije uspio nametnuti u Hajduku, Ivanu Lendriću! http://t.co/KApd2mBMkn
",Poz
"Maloča: "" Lijepo je što smo prvi, uživamo u tome, ali smo svjesni da svaku utakmicu moramo igrati ispočetka i... http://t.co/HJzmBManAs
",Poz
"Najbolji i najkvalitetniji parovi na #NR10Tips
",Poz
"Kraj utakmice, a ujedno i polusezone. 2-1 je slavio Dinamo.  Možda loša utakmica, ali zato dobro odrađen... http://t.co/6JJpHzchoL
",Poz
"Ovako je to izgledalo sinoć! :) http://t.co/0Y0is658xG
",Poz
"@JeromeStickman Hahahah ja je kupila neki dan na sajmu u Sarajevu. Al ti si #divan. <3
",Poz
"http://t.co/flD6iUFoLu A najviše te volim tokom rokova i uvijek učim uz tebe jer se osjećam seksi i privlačno kad uopće nisam hvala Riri. <3
",Poz
"Kraj dana prvog, tata bi da preuzmem kancelariju, mama mi je kupila čokoladne bademe i Frutek od jabuke i grožđa. Možda me ipak vole.
",Poz
"@anominan Je, i Varaždin. Lika je ubi bože, ona dolina Gacke, pa ono je prekrasno. Da to Slovenci imaju pa stalno bi bilo puno… Koja zemlja
",Poz
"@FranjoSantalab Hvala ti. :)) Ako budeš u blizini, javi se ranije, dođi, vidi, sudjeluj. ;)
",Poz
"Pogledajte 45 spektakularnih fotografija koje su obilježile 2013 godinu | Zimo: http://t.co/SrQ7Sl6b9Y
",Poz
"@zepetar ja sam mu prva čestitala i odgovorio mi je :P ne mozete vi nigdje van veceras mora se samnom druzit :))
",Poz
"Drago mi je da cu tu zadnju prezentaciju odraditi s mojim najdrazima @VlatkaSch @VlatkoSkrlin @ivforjan
",Poz
"Jos jedan od koncerata koje cu pospremiti u ""uvijek"" sjecanje. #sevdah
",Poz
"najjače mi ono kad igramo u gostima a stadionom odjekuju naše pjesme #YNWA
",Poz
"Jučerašnji dobitnici su Sabina Solarevic i Dimas Dimke Dim. Danas je zadnja runda nagradne igre, a traje do 16:00... http://t.co/ljtF9cEZ7y
",Poz
"@VanDosevic ma naravno.cesto reagirami impulzivno posebno kad nam diraju u nesto sto volimo. Prastanje je osobina velikih:-)
",Poz
"#HITNO se traze dobrovoljni davaoci pameti i mudrosti. Potrebne sve grupe. Molim da se jave iskljucivo sposobni i zdravi! Podobni iskljuceni
",Poz
"Film Rush je odlican. Jos samo da napravi netko takav o Senni i Prostu.
",Poz
"@brankocovic tek danas zaista shvacam kakav je to kultni auto. Moji su tri za redom imali :)
",Poz
"@Ribacx kaže  @BadRedBabe da ćemo moć i poslije ovo jest, kad dođemo sebi :) #jebote
",Poz
"ljudi su stvarno urnebesni u posljednje vrijeme
",Poz
"Suvremena brazilska poezija: temeljit i nadahnut pregled poetskih strujanja http://t.co/mITcoN5Te5
",Poz
"Možda je sićušan, ali ga ništa ne može prestrašiti :)) http://t.co/9mKh4MkMcZ
",Poz
"I tvoj najbolji prijatelj je zaslužio godišnji! Psi su članovi obitelji, a ne ""igračke"" - a obitelj se ne napušta... http://t.co/iGllwBgkud
",Poz
"Psi - jedini prijatelji koji te baš nikad neće iznevjeriti i bit će uz tebe čak i nakon smrti... http://t.co/F4EOvDzz17
",Poz
"Momci s Kantride igraju najveću utakmicu u novijoj povijesti! Idemo dečki! http://t.co/Pl0vI4QlU8
",Poz
"Čestitke Vinogradaru zbog borbenosti. A i Hajduku zbog plasmana, naravno. http://t.co/2OC1Or3ABy
",Poz
"Ljudi od životinja toliko toga imaju za naučiti - dobrota, veliko srce i privrženost su prvi na popisu, nastavi... http://t.co/vvb65XDwQd
",Poz
"Ponosni srednjoškolac netom nakon događaja objavio je fotku razreda na Facebooku :) http://t.co/KgaJ0xEbgV
",Poz
"Mandžukića i Šimunića će kazniti? Nema veze, evo velikog pojačanja za Hrvatsku u Brazilu! http://t.co/A06eZqdfgA
",Poz
"Čudno je to. Koliko god te ljudi nekim zlom rastuže, nevjerojatna dobra dijela ipak ti daju nade - ne možeš... http://t.co/miltDWGBqQ
",Poz
":) :) :)  „Vjerujem u ružičasto. Vjerujem da smijeh najbolje izgara kalorije. Vjerujem u ljubljenje, u mnogo... http://t.co/pp5dUTSQGr
",Poz
"danas je dobro biti norvežanin.
",Poz
"Doći će i taj dan.... Mmomci bravo na pobjedi !
",Poz
"Neki ljudi govore,Dinamo je nekada bio ponos,Dinamo su voljeli i borili su se za njega...  Ne znam za druge... http://t.co/VXCTVpMv6E
",Poz
"U Zagrebu je, kaže, proveo najljepše trenutke života, a jednu stvar u karijeri nikad neće zaboraviti. - Izlazak u... http://t.co/ORchaKbCBD
",Poz
"Vaša očekivanja za sutrašnju utakmicu protiv Levante-a? Što mislite koji će sastav istrčati na Camp Nou? (L).
",Poz
"NOVI REKORD!!!  Lionel Messi je s današnja 3 gola postao igrač s najviše golova u gostujućim utakmicama La Lige. Zabio ih je čak 100!
",Poz
"Nevjerojatan gol Neymara na jučerašnjoj humanitarnoj utakmici možete pogledati na:  http://t.co/Wtkc9FtRBp
",Poz
"Guardiola (trener Bayerna): ""Moj san je opet trenirati mlade igrače. Ono što smo živjeli u Barceloni B je bio čisti nogomet."" (KĆ)
",Poz
"U zadnje vrijeme mi se sve više sviđa Peugeot 107
",Poz
"Mostar je savršeni grad za odmor. Kutija Marlbora košta 15.60 kn, burek od sira 4 kune, a knjige su >40% jeftinije nego u Hrvatskoj.
",Poz
"Ajme ja bi sad nešto lijepo, bijelo, mliječno, tečno. Počet ću radit shakeove!
",Poz
"I ono najbitnije, nitko ništa ne očekuje. Pa ne znamo ni šta će(mo) biti za 24h. Ovdje sam i sada sam. To je i više nego dovoljno za sreću.
",Poz
"Obje su plave, jedna svijetla, jedna malo tamnija. I sad me progoni vizija kako se smijemo i goli mažemo uljem na nekoj plaži.
",Poz
"@inpublic_hr @igric Sretan rođendan uz želju da u vašoj modernoj bajci bude što više zadovoljnih čitatelja poput nas :)
",Poz
"@kreba13 nekad samo još jedan u nizu malih školskih bendova, a danas.... daa! idi definitive!
",Poz
"@zemljinaosa jedva čekam da dođeš u zagreb jer ćemo bit najbolje prijateljice . jebiga !
",Poz
"@malisenfash @bmarasovic Drugačije ne ide! Smiješno je što poslije možeš pogledat/kupit slike sebe i ekipe na Tornadu,face su neprocijenjive
",Poz
"(video) 3 min, #yoga položaji koji će ti pomoći kod bolova u kukovima http://t.co/yuWDkaDh9o
",Poz
"#yoga položaji koji će ti pomoći da učvrstiš guzu, istešeš struk i izgubiš masne naslage http://t.co/GtxotqiB9v
",Poz
"@kauernde Hvala, hvala. Uskoro cu postati jedan video s filozofije. (Uskoro = kroz nekoliko sati/dan.) To je najbolja taktika. :) @inestuff
",Poz
"Ekipa #TelevizijaStudent želi ugodan nastavak ove prekrasne nedjelje. Iskoristite ovaj lijepi dan za odmor. Pridružujemo se uživanciji. ;)
",Poz
"Samo tebe volin ja i više nikoga! To ti kaže tvoja Torcida! OoOoOoOoOoOoOoOo...  -JosipMCMXI
",Poz
"Zapravo sam shvatio koliko su mi bivsi susjedi ubijali dosadu karajuci se...
",Poz
"Čekajte malo... Čačić i Linić razmišljaju o reviziji ugovora s Vatikanom? @VladaRH uštipnite me! Sad ću vas počet hvalit. :)
",Poz
"Večeras: Mixtape District/ MTVile i hrpa muzike iz 90-ih, nove muzike, različitih žanrova jednom riječju: đumbus :) http://t.co/JYUIG448
",Poz
"večeras drmamo uz Rocketu i najveće hitove rocka od 60-ih do danas, pozdrav iz Purgeraja
",Poz
"Imamo jelovnik za @LighthouseCRO - baš je mljac mljac ;) http://t.co/ZqjBKgh0mp
",Poz
"Možda i vama koji pomogne :) http://t.co/pmNjUayIC3
",Poz
"Volonterski posao zahtijeva predanost, a donosi neprocjenjivo iskustvo rada na festivalu, mogućnost gledanja... http://t.co/uo10b4DlZU
",Poz
"včrs nas potražite @VintageIndBarZg Hlad će vas zagrijavati (hahaha koji oksimoron) od 21h do 1h više info na http://t.co/2hxlGzLBlv
",Poz
"Ovu divotu od pjesme za sretan Božić vam je odabrala naša majka kraljica @djagodica <3 http://t.co/mUTlpd2A21
",Poz
"Krećemo s odbrojavanjem, vidimo se u četvrtak u @BeertijaKlub, TMO! s @hrvhlad u glavnoj ulozi je na redu <3  https://t.co/Q1CQqmox8Y
",Poz
"Kad u mobitelu nađeš fotku od sinoć i hepi si jer su nam nakon koncerta u @tvornica na TMO! svratili Jonathanovci <3 http://t.co/TYgAqqiU5I
",Poz
"Mali povjesni trenutak, prodali vise knjiga na Kindleu nego ""pravih""... Amazon Shares Up, Kindle Boosts E-Book Sales http://s.nyt.com/u/AvT
",Poz
"iPhone je zakoooon. A nije ni bbrry loš. I na kraju svijeta imaš sve u maloj kutiji, baš sve za sve...
",Poz
"Malo smijeha na račun Mamića :) (F) http://t.co/DaV9E5zr3b
",Poz
"Asmir Begović:   ""Ja planiram da ostanem u Stoke Cityju. Ja sam srećan ovde i ja želim da pomognem timu. Svi mi... http://t.co/0xQ46HSkHx
",Poz
"A što ćeš, događa se i najboljima, lol :) http://fb.me/CHBx0lfo
",Poz
"Najvažniji događaji u 20-o godišnjoj povijesti Linuxa http://fb.me/Yzl4DVKS
",Poz
"Za Božić vam želim da vas na životnom putu zadese samo najbolji događaji... :-)) http://fb.me/BSuZywM6
",Poz
"@marija_lugaric: i to zamisli - ja to želim! :) Ali idem sada spavati, i sutra je dan. Laku noć! #trecasmjena
",Poz
"Jurčić: Ova momčad garancija je za uspjeh http://bit.ly/ogkDn5 #dinamo
",Poz
"Puyol: ""Sa velikom radošću vas obavještavamo da ćemo postati roditelji krajem januara."" https://t.co/CMGnOTzCn9
",Poz
"Slobodan dan je Pique iskoristio za fotografisanje sa sinom Milanom pored trofeja španskog Superkupa. https://t.co/pERYHOkWS8
",Poz
"Thibaut Courtois (Atletico Madrid): ""Jako želim da pobijedimo Barcelonu... https://t.co/Q1kY6vX8LM
",Poz
"ono kada pišete nekome pismo i znate da nije svejedno što pišete ali napišete sve jer možete, jer vas neće osuđivati, jer to trebate
",Poz
"takav je užitak pisati u ovom wordu, isuse bože
",Poz
"uvijek je lijepo s tobom nešto napisati, makar se ne čujemo kao prije..:D
",Poz
"savršenstvo od pjesme. #hit #repeat THINK by #KALEIDA (official music video): http://t.co/0QL70w9FC1 via @youtube
",Poz
"Jelo mog djetinjstva; pravi domaći Ajngemahtec http://t.co/cHIWhsGj http://t.co/RiTedngU
",Poz
"jednostavan kolač za iznenadne goste.  Lisnato tijesto sa šumskim voćem.... http://t.co/ruFvZNJO
",Poz
"Jučer pun TL vlade, danas pun TL zrihe :) Well, happy birthday, kind Sir @zriha :)
",Poz
"Ima taj font kojeg jako volim i on bi volio mene da nije mog č, ć, š, ž, đ...  Tugica, kako kaže @pearsawfly
",Poz
"Dobro jutro svima, a #FPZG - ovcima želimo uspješan posljednji akademski tjedan u ovome semestru godine 2012./2013. #ispiti
",Poz
"Dobro jutro svima! Badnjak je i nadamo se da ga provodite s obitelji i vašim najbližima :)
",Poz
"20. listopada 2004., prije točno 7 godina, objavljen je prvi Ubuntu. Sretan rođendan #Ubuntu projektu i cijeloj zajednici!
",Poz
"Jedan od najbrže postignutih golova u povijesti nogometa!!!!! Igrači Lokrena su u 10 sekundi od početka utakmice... http://t.co/FnR2VIus
",Poz
"U životu...dobro je imati ciljeve,dobro je imati vlastite interese...čak ostvarenje vlastitog interesa može imati... http://t.co/ccsAgna4H6
",Poz
"Moram priznati da sam se ugodno iznenadila kad sam pročitala članak,a iznenadilo me upravo to što roditelji neće... http://t.co/vqwnv7QWrE
",Poz
"@HarisAlisic @hrmiAJB tako je to kad biras najbolje-naselje, susjede..:-)
",Poz
"Svim građankama i građanima sretan Dan pobjede i domovinske zahvalnosti!
",Poz
"Ljubav je cijeli svijet, kao majka ljubiteljima njezina jedinog djeteta. ~ Buddha http://bit.ly/bOcsLI
",Poz
"Ako znam što je ljubav, to je zbog vas. ~ Herman Hesse http://bit.ly/d6eZvl
",Poz
"Za uspješan kraj službenog radnog vremena uz želju da se oblaci  danas više ne vraćaju;) http://t.co/xrj5Oh6p
",Poz
"Kako sa sastanka otići s potpisanim ugovorom ili kako uz pomoć PR-a doći do više stranaka i boljeg ugleda... http://t.co/IdLt3aM5
",Poz
"Krišto u prednosti za predsjedavajućeg VM http://dnevnik.ba/novosti/bih/kri%C5%A1-u-prednosti-pred-kuki%C4%87em-za-predsjedavaju%C4%87u-vm
",Poz
"@amiloni drago mi je pa je ispao takav dan... :) a a kolač i čokolade poklanjam tebi za rođendan... :p P.S. I sutra šaljem sunčan dan
",Poz
"Ugodno sam iznenađen s Facebook kampanjom, morati ću nešto napisati o tome
",Poz
"@aljicevic9 dzabe ne mogu ja tebe da uporedim sa njom, ti si prirodna, ociii mojeeee!
",Poz
"@ejubk javili smo odjelu hotela zaduženom za temperaturu prostorija i bit će riješeno :)
",Poz
"Odaberite jedan od najnovijih fotica i zabiljezite nezaboravne trenutke na snijegu ili u toplini Vaseg doma!... http://t.co/h2mWbJjf
",Poz
"Hrvatski gospodarski Oskar, jubilarni 20-ti, u čet.će biti dodijeljen herojima današnjice! To su zvijezde koje trebamo slaviti  #Zlatnakuna
",Poz
"@jox_fox Viteški se dižem damama u nevolji. Ovisno kak zgledaju. Tebi bi pomogao i sjesti :))
",Poz
"Prava zena lakira nokte dok se windowsi reinstaliraju.
",Poz
"Kad ujutro u cekaoni pored tebe sjedne zgodan lik koji uz to fiiino mirisi, hmm, dan je odmah ljepsi ;)
",Poz
"Trip i Kolektiva u suradnji vam nude iznimno povoljan vrhunski smještaj na Hvaru! Baci oko ;) http://t.co/w85llT9P
",Poz
"Preslatke curice plesu uz ""Rane manje bole"" <3 Zbog ovoga je lijepo baviti se mojim poslom <3 http://t.co/0z1exRarWl
",Poz
